SkirtBone017	-0.1742148	8.656206E-05	-0.0004931869	0.002292381	-0.1992806	-0.02963184	0.9794917	1	1	1
SkirtBone026	-0.1906462	0.0007203564	-0.001031235	0.04355939	-0.262282	-0.01507012	0.9638898	1	1	1
SkirtBone020	-0.1401337	0.0002059407	-0.0003461998	-0.02161073	-0.1483357	-0.06764565	0.9863841	1	1	1
SkirtBone032	-0.1598793	-0.0002768	0.002651776	-0.03248092	-0.09073289	-0.0199469	0.9951456	1	1	1
SkirtBone035	-0.1740969	-0.001342747	-0.0002941681	0.09701665	-0.2660686	0.07573975	0.9560642	1	1	1
SkirtBone014	-0.2080581	-0.0002396596	-0.000748307	0.0236419	-0.2724528	-0.05625657	0.9602321	1	1	1
PointSholderPointR	-0.1004249	0.001593326	-0.1409274	0.02420457	0.9233839	0.05904765	-0.3785362	1	1	0.9999998
PointSholderPointL	-0.1004257	0.001824363	0.1409274	0.02420447	0.9233839	-0.05904788	0.3785363	1	1	1
PointArmpitTargetR	0.2232026	0.001824488	-0.1409192	0.7071068	1.376788E-07	-0.7071067	1.376788E-07	1	1	1
PointArmpitTargetL	0.2232026	0.001824464	0.1409274	0.7071068	1.376788E-07	-0.7071067	1.376788E-07	1	1	1
BackRibbon L Tail02	-0.2396949	0	0	-0.1686934	-0.1799622	-0.148727	0.9576202	1	1	1
RibbonParentEnd	3.447063E-08	0.0007523887	-0.05493434	0.7070047	0.004834288	0.7071757	0.004849357	1	1	1
BackRibbon R	0.01132855	0.00109682	-0.02202743	0.7071037	0.001209258	-0.001208745	0.7071078	-1	-1	-1
BackRibbon L Tail01	-0.01707199	0.002906811	-0.03711925	-0.4381664	0.1206879	-0.5348111	0.7123353	0.9999999	0.9999999	1
BackRibbon L	-0.01131678	0.001096802	-0.02202743	-0.7071044	-0.001209341	-0.001208769	0.7071071	1	1	1
HipCenterPoint	-1.364224	-0.004917409	-2.27609E-15	1.629205E-07	0.9999986	-0.001709059	-2.784411E-10	1	1	1
CATRigRLegPlatform	0.1134043	1.280912E-07	-0.127299	2.162214E-21	0	0	1	1	1	1
CATRigLLegPlatform	0.1134043	1.280912E-07	0.127299	2.162214E-21	0	0	1	1	1	1
SkirtParentEnd	-0.08842687	-8.486444E-09	-1.229721E-09	1.702688E-14	6.343104E-23	3.725347E-09	1	1	1	1
SkirtBone034	-0.1202937	0.0980228	-0.09032676	-0.1742706	0.8131317	0.3621987	-0.421021	1	1	0.9999999
SkirtBone031	-0.1481302	0.01722073	-0.1559146	0.08376655	0.8709465	-0.1452059	-0.4618989	1	0.9999999	0.9999999
SkirtBone028	-0.1564023	-0.06549916	-0.09062576	0.2719783	0.7166652	-0.4193655	-0.4863655	0.9999999	1	1
SkirtBone025	-0.160869	-0.0855474	0.001487991	0.405669	0.5880983	-0.5851141	-0.3836854	1	1	1
SkirtBone022	-0.1557596	-0.05710227	0.1052068	-0.4968515	-0.3752118	0.735678	0.2667071	0.9999999	1	1
SkirtBone019	-0.1459242	-0.005101265	0.1526316	-0.4764636	-0.1058094	0.8702699	0.06646124	1	1	1
SkirtBone016	-0.1376229	0.05307304	0.1533123	-0.4763624	0.1615669	0.8622177	-0.05963064	1	1	1
SkirtBone013	-0.1245606	0.0959126	0.08265494	-0.4550804	0.3856938	0.7821373	-0.1800094	1	1	0.9999999
SkirtBone001	-0.1188782	0.1024567	0.007778401	-0.3230655	0.6074044	0.6490768	-0.3246352	1	1	1
Point R Hip	5.445404E-05	2.286076E-07	-7.388115E-07	-2.345126E-06	0.0003735863	-0.0001293182	0.9999999	1	0.9999999	0.9999998
Character001	0	0	0	0.5000001	-0.5	-0.4999999	0.5	1	1	1
Skirt_Parent	-0.00211179	2.075879E-07	-1.376937E-21	1.518926E-06	3.894151E-07	4.768366E-07	1	1	1	1
Bn_R_Hip	-0.001992514	0.0001229308	-0.1079568	0.0002952536	0.9999948	0.0006929016	0.003164632	1	1	1
Bn_L_Hip	-0.001992514	0.000122949	0.1079568	0.0002952536	0.9999948	0.0006929016	0.003164632	1	1	1
BackRibbonBone	-0.2617809	-0.05978285	5.019292E-16	0.7071068	-1.348772E-07	-0.7071067	-1.348773E-07	1	0.9999999	1
Point L Hip	0	-1.006782E-06	5.329132E-07	1.447467E-06	-8.630741E-05	-0.000238496	1	1	1	0.9999996
Point L Ankle Foward2	0.411	-0.032	0	-1.156703E-06	-1.655426E-07	1.464287E-07	1	1	1	1
Point L Ankle Foward	9.689331E-08	0.4119181	1.114273E-06	6.314053E-07	4.433087E-07	3.976735E-07	1	1.000003	0.9999977	0.9999995
LAnkleUpnode3	0.197	0.1567269	0.001897829	-0.5025787	-0.4967532	-0.4994256	0.5012236	1.000001	1.000002	1.000003
CATRig1Bone002	-0.1338208	-0.1025083	1.234784E-05	-1.101143E-20	9.458744E-11	1.164153E-10	1	1	1	1
CATRigLLegDigit11	-4.539451E-05	0.001204596	-0.000470308	0.001012501	-0.0005690806	-0.4212247	0.9069556	0.9999999	0.9999998	0.9999999
BackRibbon R Tail03	-0.1779969	0	-4.844665E-08	0.5152425	-0.2158523	-0.2406537	0.7937372	0.9999999	0.9999999	1
BackRibbon R Tail02	-0.2396989	0	0	0.5718102	-0.0327555	-0.2311514	0.7864664	1	1	1
BackRibbon R Tail01	0.01706881	0.00290683	-0.03711915	0.4383928	-0.7972789	-0.2365126	0.3409104	0.9999999	-0.9999999	1
HairBone22	-0.07539288	-2.906799E-07	0	-0.1529411	0.3717931	-0.06224558	0.9135122	1	0.9999996	1
R HandTwist	-0.03127813	8.332825E-06	0.01386402	-4.310467E-06	-2.917988E-07	-1.654042E-06	1	0.999993	1	1.000006
HairBone53	-0.1261306	-8.478165E-08	-2.422333E-08	0.1807732	0.3524528	0.06959211	0.9155627	0.9999999	1	0.9999999
HairBone52	-0.21645	-6.782532E-07	1.816749E-07	-0.2054435	0.09735188	-0.4014673	0.8872089	0.9999995	0.9999996	0.9999998
HairBone5	-0.02910132	-0.1245506	0.1276263	0.003023596	0.001049667	0.9447453	-0.3277897	0.9999999	1.000001	0.9999998
HairBone51	-0.1921282	0	-3.996849E-07	0.0197486	-0.02545457	0.02901822	0.9990596	1	1	1
Bip001 Head	-0.2099333	0	2.580833E-14	4.008077E-21	1.132877E-14	-1.51914E-11	1	1	1	1
Bn_L_ThighTwist0	-4.844666E-07	-1.487464E-07	2.846241E-07	0	0	9.362675E-08	1	1	0.9999994	0.9999999
Bn_L_ThighTwist1	-0.2741428	-5.771965E-08	1.211166E-08	-0.002710299	-4.358072E-05	-0.0001201463	0.9999964	1	1	1
CATRigLArmDigit13	-0.02391249	9.689331E-08	-7.266998E-08	-3.725376E-08	-1.00583E-06	-1.01328E-06	1	0.9999986	1.000004	0.9999968
CATRigLArmDigit12	-0.03629003	1.937866E-07	-9.689331E-08	-8.679913E-07	-1.329929E-06	-1.847748E-06	1	0.9999986	1.000004	0.9999968
CATRigRArmDigit12	-0.03628984	0	2.422333E-08	-2.011637E-07	1.247976E-06	-7.152577E-07	1	0.999997	1.000005	0.9999977
CATRigRArmDigit13	-0.0239124	1.937866E-07	7.266998E-08	6.258479E-07	1.545999E-06	-1.579529E-06	1	0.9999969	1.000005	0.9999977
R Finger41	-0.07745138	2.325439E-06	0.01002516	4.768361E-07	4.76838E-07	1.922239E-06	1	1.000005	0.9999993	0.9999954
R Finger42	-0.03277998	9.689331E-08	-3.027916E-09	1.136869E-13	2.273737E-13	-2.58494E-26	1	1	0.9999999	1
R Finger33	-0.03366825	9.689331E-08	-3.875732E-07	4.768298E-07	3.099443E-06	2.384184E-06	1	0.9999999	0.9999999	1
CATRigRArmDigit32	-0.04296952	1.937866E-07	-5.904436E-08	-2.836248E-06	-6.931507E-07	-1.475217E-06	1	0.9999999	0.9999999	1
CATRigRArmDigit21	-0.1087197	5.135345E-06	-0.03975132	-2.835919E-06	7.196139E-06	-0.0001739115	1	0.9999999	0.9999998	1
CATRigRArmDigit31	-0.1087196	3.875732E-07	-0.01853501	-2.836245E-06	-6.931417E-07	-1.475217E-06	1	0.9999999	0.9999999	1
CATRigRArmDigit23	-0.03476212	9.689331E-08	-4.541874E-08	-2.836329E-06	-2.401793E-06	0.0001712144	1	0.9999998	0.9999998	1
CATRigRArmDigit33	-0.03562849	9.689331E-08	-4.996061E-08	-2.836254E-06	-6.931586E-07	-1.430514E-06	1	0.9999999	0.9999999	1
R Finger31	-0.07745147	2.325439E-06	-0.01119127	2.384121E-07	-2.782173E-06	-2.354393E-06	1	0.9999954	0.9999993	1.000005
R Finger32	-0.04313375	-1.937866E-07	2.914369E-07	-2.671995E-11	8.583068E-06	3.08454E-06	1	1	1	0.9999999
R Finger43	-0.0254	0	3.027916E-09	-2.384179E-07	-5.436935E-07	1.430511E-06	1	1	0.9999999	1
CATRigRArmDigit22	-0.03734375	9.689331E-08	-5.147457E-08	-2.834989E-06	-6.875796E-06	-1.728554E-06	1	0.9999999	0.9999998	1
HairBone32	-0.08818085	-2.906799E-07	3.027916E-07	0.9565399	0.0140973	0.2912607	-0.000151112	1	1	0.9999999
CATRigLArmDigit21	-0.1087196	4.941559E-06	0.0397513	2.338096E-06	-7.221772E-06	-0.0001728237	1	0.9999999	1	0.9999999
L Finger31	-0.09633477	-1.937866E-07	0.01119243	4.111315E-09	2.861022E-06	-2.383846E-06	1	1.243927	0.9999995	0.9999986
CATRigLArmDigit31	-0.1087196	1.937866E-07	0.018535	2.338409E-06	6.67594E-07	-3.874318E-07	1	0.9999999	1	0.9999999
L Finger41	-0.09633462	-9.689331E-08	-0.010024	7.511801E-08	-3.712242E-07	1.437496E-06	1	1.243927	0.9999996	0.9999986
CATRigLArmDigit23	-0.03476212	9.689331E-08	4.541874E-08	2.338463E-06	2.376109E-06	0.000172317	1	0.9999998	0.9999999	0.9999999
CATRigLArmDigit22	-0.03734375	0	5.147457E-08	2.337126E-06	6.850049E-06	-6.407661E-07	1	0.9999998	1	0.9999999
L Finger42	-0.03277988	0	2.422333E-08	-7.598123E-08	5.797554E-14	-1.490114E-08	1	1.000001	0.9999999	0.9999985
L Finger33	-0.033668	0	3.853023E-07	-4.72103E-07	-2.988591E-06	2.36928E-06	1	1.000001	1	0.9999985
L Finger43	-0.0254	0	0	-7.105702E-15	4.768374E-07	1.206994E-06	1	1	1	1
CATRigLArmDigit33	-0.03562854	0	4.69327E-08	2.338401E-06	6.675772E-07	-3.278272E-07	1	0.9999999	1	0.9999999
CATRigLArmDigit32	-0.04296947	0	5.75304E-08	2.338406E-06	6.675847E-07	-3.874318E-07	1	0.9999999	1	0.9999999
L Finger32	-0.0431337	-9.689331E-08	-2.551019E-07	2.521715E-11	-8.610252E-06	2.875921E-06	1	1.000001	1	0.9999985
Bip001 Pelvis	-1.256395	1.280912E-07	1.236261E-14	2.162214E-21	0	0	1	1	1	1
Bn_R_ThighTwist001	-4.844665E-08	8.326769E-09	0	-1.118118E-05	-0.001483658	-0.003570376	0.9999925	1	0.9999999	0.9999999
Bone001_armpit_R's Controller	-0.08111536	4.586764E-08	6.705523E-08	0.5257311	-0.8506508	-3.069548E-07	1.40486E-07	1	-0.9999999	0.9999999
R_Wrist's Controller	-0.2708565	-9.491484E-09	4.113861E-06	1.900073E-05	0.7071123	1.900043E-05	0.7071013	1	1.000001	0.9999987
Point L Ankle's Controller	-0.5422806	4.910435E-07	-1.620501E-07	-0.003873912	0.7070958	-0.003875902	0.7070966	0.9999987	1.000001	-1
Bone001_armpit_R	-0.08111543	2.346635E-08	0	-0.5000001	-0.4999999	-0.4999999	0.5000001	1	-0.9999999	0.9999999
EyeBoneL	-0.01759538	-0.02032044	-0.08186291	-0.4335855	0.4735795	0.5558358	0.5279893	1	1	1
Bn_L_ThighTwist001	-9.689331E-08	3.96657E-07	6.055832E-09	1.10831E-05	0.001483658	-0.003573372	0.9999925	0.9999996	1.000001	1
L Ankle's Controller	-0.5542399	-0.0009242126	0.0004128682	-0.01144067	-0.7123546	-0.01119343	0.7016371	0.9999968	0.9999997	1.000003
Bn_R_UpperArmTwist01's Controller	5.905094E-06	9.147911E-07	-5.827346E-06	0.04512566	-0.7056577	-0.04512413	0.7056732	0.9999999	0.9999998	1
EyeBoneR	-0.01759514	0.02031545	-0.08186291	0.5281006	-0.556284	-0.4730311	-0.4334739	1	1	1
Bn_L_UpperArmTwist02	-0.1396286	1.211166E-08	0	-0.03192354	3.743162E-07	1.195559E-08	0.9994904	1	1.000002	0.9999984
L_Wrist's Controller	-0.2708561	-1.020213E-06	-3.546222E-06	-1.787502E-05	0.7071023	-1.496224E-05	0.7071113	0.9999999	0.9999987	1.000001
Bn_R_UpperArmTwist01	5.813598E-06	8.235932E-07	-5.813598E-06	0.06381493	1.100535E-05	1.064283E-06	0.9979618	0.9999999	0.9999998	1
Bn_R_ThighTwist1	-0.2741427	2.838671E-09	6.055832E-09	0.002707858	0.0001870512	-6.435926E-05	0.9999963	1.000001	1.000001	1
Bn_L_UpperArmTwist01	0	2.422333E-08	-9.689331E-08	-0.06381455	7.474874E-07	4.779799E-08	0.9979618	1	1	0.9999998
Bn_R_ThighTwist0	-3.875732E-07	-9.064824E-08	-6.734085E-06	0	0	0	1	1	1	1
R_Elbow	-0.2792648	-8.720398E-07	7.654571E-06	0.03191898	0.0002173311	5.326292E-05	0.9994904	-1	-0.9999974	-1.000003
Point R Ankle	-0.54228	-2.887875E-07	-3.027916E-07	0.005417967	4.650833E-07	5.592159E-07	0.9999853	1	1.000001	-1.000001
Point L Ankle	-0.5422804	4.513487E-07	-1.4534E-07	-0.005422086	-5.688594E-07	-1.313801E-06	0.9999853	0.9999987	1.000001	-1
R Ankle	-0.5542407	-0.001020994	-0.0006828798	-0.000628193	0.004263422	-0.008196944	0.9999571	0.9999991	1.000001	1
Bone001_armpit_L's Controller	-0.08112382	4.586764E-08	-6.705523E-08	-3.769525E-07	1.822806E-07	-0.6105353	0.7919891	0.9999999	1	0.9999999
Bone001_SHoulder R	-0.08112372	3.784895E-10	0	-4.033047E-07	-0.1968742	-8.44951E-07	0.9804288	1	1	1
Bn_R_UpperArmTwist02	-0.1396226	4.117966E-07	-2.616119E-06	0.03192373	5.497252E-06	5.722862E-07	0.9994903	1	0.9999983	1.000002
L Ankle	-0.5542394	-0.0009242206	0.0004128745	-0.003946328	-0.003425042	-0.00786877	0.9999554	0.9999968	0.9999997	1.000003
Bone001_armpit_L	-0.08112372	-1.513958E-09	0	0.5000001	0.4999999	-0.4999999	0.5000001	0.9999999	1	0.9999999
Bip001 L Calf	-0.5422802	5.904436E-08	-1.695633E-07	-0.005443981	-0.002927677	0.00716114	0.9999553	0.9999999	0.9999999	0.9999999
Point R Ankle's Controller	-0.5422802	-2.383676E-07	-3.194436E-07	0.003658623	0.7070976	0.003659414	0.7070969	1	1.000001	-1.000001
Bn_L_UpperArmTwist01's Controller	-6.729479E-08	2.462829E-08	-1.683226E-07	-0.04512459	-0.7056649	0.04512466	0.705666	1	1	0.9999998
Bip001 R UpperArm	-0.08112372	0	0	-0.05886835	-0.3852655	-0.02463802	0.9205965	1	1	0.9999999
Bip001 L Clavicle	-0.1004257	0.001824362	0.05980378	0	0.7071068	0	0.7071068	1	1	1
Bip001 chest	-0.3048606	0	-9.57435E-14	8.132695E-14	-2.00649E-10	-0.001329716	0.9999991	1	1	1
Bip001 L Hand	-0.2709198	-9.083748E-09	2.906799E-07	-0.7070801	0.007037226	0.006928015	0.7070646	0.9999999	1	0.9999999
R Ankle's Controller	-0.554241	-0.001020993	-0.000682886	-0.007023049	-0.7040541	-0.004562479	0.7100969	0.9999991	1.000001	1
R_Wrist	-0.2708564	1.324713E-08	4.166413E-06	0.706772	-0.02175435	0.02175435	0.706772	1	1.000001	0.9999987
Bip001 L UpperArm	-0.08112372	0	0	0.05886854	0.3852659	-0.02463811	0.9205964	1	1	0.9999999
CATRigLLegAnkle	-0.6131803	-4.874944E-07	7.145882E-07	-0.0007587016	-0.002044211	-0.349019	0.9371132	0.9999992	1.000001	0.9999999
Bip001 R Clavicle	-0.1004257	0.001824362	-0.05980378	0	-0.7071068	0	0.7071068	1	1	1
L_Elbow	-0.2792574	-8.478165E-08	0	-0.03191869	-0.0002168663	5.318435E-05	0.9994906	-1	-1.000003	-0.9999974
Bip001 Neck	-0.1219532	0.009085537	-9.746136E-10	1.207923E-13	2.802637E-13	-1.517009E-11	1	1	1	1
Bip001 R Thigh	-0.001992514	0.0001229309	-0.1079568	0.0005903748	0.999975	0.003094794	0.006329354	1	1	1
Bip001 L Forearm	-0.2792572	2.422333E-08	1.937866E-07	-0.06380502	-0.0004333837	0.000106407	0.9979623	0.9999999	0.9999998	1
Bip001 R Forearm	-0.2792572	-1.211166E-08	2.906799E-07	0.06380549	0.0004342961	0.0001064306	0.9979623	1	1	0.9999998
Bip001 L Thigh	-0.001992514	0.0001229309	0.1079568	0.0006316648	0.9999742	-0.003093913	-0.006455447	1	1	1
Bip001 R Hand	-0.2709199	9.840726E-09	2.906799E-07	0.7070804	-0.007036566	0.006927326	0.7070642	0.9999999	0.9999999	1
L_Wrist	-0.270856	-1.105189E-06	-3.488159E-06	-0.706945	0.02746204	0.01536086	0.7065682	0.9999999	0.9999987	1.000001
Bip001 waist	-0.1078293	-0.004917528	7.425317E-10	-1.817922E-14	2.007228E-10	0.001329716	0.9999991	1	1	1
Bip001 R Calf	-0.5422799	-2.948433E-07	-1.998424E-07	0.005440226	0.002928978	0.007157239	0.9999553	0.9999999	1	0.9999999
CATRigRLegAnkle	-0.6131806	-2.134681E-07	-1.877308E-07	0.0002272258	0.0006141075	-0.3486457	0.9372544	0.9999997	1	0.9999999
Arisa	0	0	0	0	0	0	1	1	1	1
TreeDoor_R	0.3858888	-0.1060152	2.647572	0.009356422	-0.7070449	0.7070449	0.009356045	1	1	1
TreeDoor_L	1.13157	-0.1060152	2.635281	0.707015	0.0114004	-0.0114004	0.7070149	1	1	1
TreeParent	3.292255	0.1738582	-9.252615	-0.7071068	0	0	0.7071068	1	1	1
Rainbow	-0.8194768	0.1377537	-10.85392	1	0	0	2.185569E-08	1	1	1
Object007	3.037378	0	-3.865531	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Object006	3.037378	0	-3.865531	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Object005	3.037378	0	-3.865531	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Object004	3.037378	0	-3.865531	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
Object003	3.037378	0	-3.865531	-0.7071068	0	0	0.7071068	1.201121	1.201121	1.201121
